name,version,総検出数,内包数,使用回数
libkrb5support0,1.15-1+deb9u2,30,6,5
libldap-2.4-2,2.4.44+dfsg-5+deb9u8,8,1,8
libldap-common,2.4.44+dfsg-5+deb9u8,8,1,8
libnghttp2-14,1.18.1-1+deb9u1,24,2,12
libsasl2-2,2.1.27~101-g0780600+dfsg-3+deb9u1,17,1,17
libsasl2-modules-db,2.1.27~101-g0780600+dfsg-3+deb9u1,17,1,17
libsqlite3-0,3.16.2-5+deb9u3,27,3,9
libss2,1.43.4-2+deb9u2,12,1,12
libssl1.0.2,1.0.2u-1~deb9u4,9,3,3
libssl1.1,1.1.0l-1~deb9u3,25,5,5
login,1:4.4-4.1+deb9u1,10,1,10
openssl,1.1.0l-1~deb9u3,25,5,5
passwd,1:4.4-4.1+deb9u1,10,1,10
perl-base,5.24.1-3+deb9u7,14,1,14
tzdata,2021a-0+deb9u1,18,3,6
com.amazonaws:aws-java-sdk-s3,1.11.119,2,1,2
com.fasterxml.jackson.core:jackson-databind,2.11.3,12,4,3
com.google.guava:guava,30.1-android,2,2,1
com.squareup.okio:okio,2.2.2,3,1,3
commons-collections:commons-collections,3.2.1,24,2,12
org.apache.commons:commons-compress,1.19,104,4,26
org.apache.logging.log4j:log4j-core,2.13.2,8,4,2
org.eclipse.jetty:jetty-http,9.4.38.v20210224,48,2,24
org.eclipse.jetty:jetty-server,9.4.38.v20210224,96,4,24
org.eclipse.jgit:org.eclipse.jgit,5.5.1.201910021850-r,2,1,2
org.glassfish.jersey.core:jersey-common,2.30.1,2,1,2
org.jetbrains.kotlin:kotlin-stdlib,1.3.50,4,2,2
org.postgresql:postgresql,42.2.14,10,5,2
github.com/gin-gonic/gin,v1.6.3,3,3,1
golang.org/x/net,v0.0.0-20210119194325-5f4716e94777,56,7,8
golang.org/x/sys,v0.0.0-20210217105451-b926d437f341,1,1,1
ch.qos.logback:logback-core,1.2.3,60,1,60
com.fasterxml.jackson.core:jackson-databind,2.9.9,255,51,5
org.apache.tomcat.embed:tomcat-embed-core,9.0.21,16,8,2
org.hibernate.validator:hibernate-validator,6.0.17.Final,10,2,5
org.springframework.boot:spring-boot,2.1.6.RELEASE,2,1,2
org.springframework.boot:spring-boot-actuator-autoconfigure,2.1.6.RELEASE,1,1,1
org.springframework.boot:spring-boot-autoconfigure,2.1.6.RELEASE,2,1,2
org.springframework.boot:spring-boot-starter-web,2.1.6.RELEASE,2,1,2
org.springframework:spring-beans,5.1.8.RELEASE,5,1,5
org.springframework:spring-core,5.1.8.RELEASE,25,5,5
org.springframework:spring-expression,5.1.8.RELEASE,5,1,5
org.springframework:spring-web,5.1.8.RELEASE,5,1,5
org.springframework:spring-webmvc,5.1.8.RELEASE,8,2,4
org.yaml:snakeyaml,1.23,160,8,20
busybox,1.24.2-r12,10,2,5
expat,2.1.1-r2,6,3,2
jq,1.5-r1,3,1,3
libcurl,7.52.1-r0,51,17,3
musl,1.1.14-r14,5,1,5
musl-utils,1.1.14-r14,5,1,5
ncurses-libs,6.0-r7,132,12,11
ncurses-terminfo,6.0-r7,132,12,11
ncurses-terminfo-base,6.0-r7,132,12,11
python,2.7.12-r0,2,1,2
sqlite-libs,3.13.0-r0,4,2,2
github.com/grafana/loki,v1.6.2-0.20220718071907-6bd05c9a4399,1,1,1
go.etcd.io/etcd,v3.3.25+incompatible,4,1,4
google.golang.org/grpc,v1.47.0,70,2,35
openjdk8,8.212.04-r0,174,58,3
openssl,1.1.1b-r1,33,11,3
sudo,1.8.25_p1-r2,2,2,1
unzip,6.0-r4,4,1,4
inetutils-ping,2:1.9.4-7,60,5,12
libgnutls30,3.6.7-4+deb10u2,135,9,15
libssl1.1,1.1.1d-0+deb10u2,676,26,26
libsystemd0,241-7~deb10u3,210,14,15
libudev1,241-7~deb10u3,238,14,17
openssl,1.1.1d-0+deb10u2,702,26,27
udev,241-7~deb10u3,140,14,10
@babel/traverse,7.17.9,2,1,2
@babel/traverse,7.21.4,2,1,2
@cypress/request,2.88.10,1,1,1
@cypress/request,2.88.11,2,1,2
axios,0.19.2,24,3,8
axios,0.21.4,16,1,16
browserify-sign,4.2.1,22,1,22
dns-packet,5.3.1,2,1,2
ejs,3.1.6,1,1,1
engine.io,5.0.0,12,2,6
engine.io,5.2.1,4,2,2
fast-xml-parser,3.21.1,4,2,2
follow-redirects,1.14.7,1,1,1
get-func-name,2.0.0,9,1,9
got,8.3.2,16,1,16
hosted-git-info,2.8.8,43,1,43
http-proxy,1.18.0,9,1,9
jpeg-js,0.4.3,4,1,4
js-yaml,3.2.7,8,2,4
jsdom,13.2.0,4,1,4
json5,2.2.1,8,1,8
loader-utils,1.4.0,198,3,66
loader-utils,2.0.0,162,3,54
